humidity,windspeed,winddirection,tempC,tempminC,tempmaxC,precipitation,date,month,year
77.8,13.0,206.6,26.2,21.9,31.9,0.0,2015-02-27,February,2015
77.5,10.1,216.9,26.4,22.2,32.6,0.0,2015-02-28,February,2015
77.9,5.8,233.6,26.2,21.1,33.3,0.0,2015-03-01,March,2015
71.3,17.3,305.5,26.3,20.1,31.8,0.0,2015-03-02,March,2015
69.7,9.0,339.6,25.3,20.5,30.1,0.0,2015-03-03,March,2015
86.9,15.1,310.7,23.5,20.6,26.4,9.1,2015-03-04,March,2015
75.0,11.5,334.2,23.6,19.3,27.8,1.0,2015-03-05,March,2015
63.4,9.4,346.3,23.0,14.5,28.0,0.0,2015-03-06,March,2015
64.7,8.6,348.8,23.8,17.1,29.0,0.0,2015-03-07,March,2015
67.4,11.5,351.2,23.9,17.7,29.7,0.0,2015-03-08,March,2015
66.6,12.2,357.6,24.3,17.8,30.8,0.0,2015-03-09,March,2015
66.6,11.5,348.1,25.4,19.4,32.2,0.0,2015-03-10,March,2015
62.1,11.2,353.4,25.2,20.7,30.9,0.0,2015-03-11,March,2015
56.0,10.4,350.7,24.9,17.1,30.9,0.0,2015-03-12,March,2015
62.0,8.3,290.4,25.8,17.9,31.6,0.0,2015-03-13,March,2015
71.1,10.4,237.7,26.9,21.8,33.4,0.0,2015-03-14,March,2015
70.5,9.7,293.7,28.0,24.0,33.4,0.0,2015-03-15,March,2015
63.9,14.4,350.9,26.3,22.2,31.0,0.0,2015-03-16,March,2015
69.5,8.3,273.6,26.8,21.0,32.4,0.0,2015-03-17,March,2015
68.1,13.7,324.6,27.0,23.5,31.8,0.0,2015-03-18,March,2015
65.2,12.6,335.4,26.2,20.1,32.2,0.0,2015-03-19,March,2015
62.7,9.0,15.5,25.4,19.1,32.8,0.0,2015-03-20,March,2015
61.0,14.0,341.6,25.7,19.5,32.4,0.0,2015-03-21,March,2015
64.3,9.7,311.3,26.3,18.9,34.1,0.0,2015-03-22,March,2015
63.8,8.3,225.2,27.6,19.7,35.4,0.0,2015-03-23,March,2015
68.1,8.6,212.4,28.2,22.5,35.5,0.6,2015-03-24,March,2015
73.4,10.8,212.7,28.3,23.3,34.8,1.1,2015-03-25,March,2015
72.0,12.2,178.2,27.9,22.1,34.6,0.2,2015-03-26,March,2015
75.7,13.7,190.6,28.0,22.9,33.4,0.4,2015-03-27,March,2015
75.5,15.8,199.9,28.3,24.5,33.6,1.4,2015-03-28,March,2015
76.4,14.8,202.6,28.1,23.4,34.6,7.3,2015-03-29,March,2015
76.4,13.0,203.1,28.1,23.6,33.6,0.2,2015-03-30,March,2015
79.7,11.2,262.8,26.6,22.9,32.1,4.3,2015-03-31,March,2015
79.9,15.1,193.6,27.5,23.7,34.1,1.7,2015-04-01,April,2015
74.8,21.6,208.6,29.7,24.9,35.6,0.5,2015-04-02,April,2015
74.2,15.8,202.9,30.8,26.4,37.4,1.7,2015-04-03,April,2015
77.3,21.6,192.7,29.8,25.1,35.5,1.6,2015-04-04,April,2015
85.2,19.8,172.0,25.6,21.2,31.0,26.2,2015-04-05,April,2015
85.2,15.5,156.2,26.1,23.0,32.3,24.6,2015-04-06,April,2015
82.6,10.1,179.3,27.0,20.4,33.0,20.4,2015-04-07,April,2015
80.3,6.8,222.8,26.4,21.4,31.0,0.1,2015-04-08,April,2015
76.0,13.7,220.7,28.5,23.9,33.7,0.5,2015-04-09,April,2015
77.6,13.7,204.6,29.6,24.8,35.4,0.0,2015-04-10,April,2015
77.8,12.6,199.4,30.0,26.1,36.1,0.5,2015-04-11,April,2015
79.7,8.3,175.7,28.7,25.1,34.6,0.9,2015-04-12,April,2015
76.9,7.6,29.9,28.1,24.1,33.7,0.7,2015-04-13,April,2015
75.5,7.2,3.5,28.8,24.4,34.1,0.3,2015-04-14,April,2015
72.1,7.2,308.8,30.0,26.1,35.6,0.3,2015-04-15,April,2015
73.8,8.6,295.8,29.3,26.0,34.0,0.1,2015-04-16,April,2015
72.1,14.0,209.5,29.2,26.2,34.5,3.0,2015-04-17,April,2015
74.3,18.4,206.4,29.4,25.1,35.0,0.6,2015-04-18,April,2015
75.6,18.7,194.2,29.7,25.6,35.8,0.3,2015-04-19,April,2015
74.8,18.0,195.2,30.4,26.8,35.5,0.1,2015-04-20,April,2015
75.0,22.7,201.5,30.9,27.4,35.9,0.1,2015-04-21,April,2015
76.0,24.5,187.4,29.4,24.5,33.6,0.2,2015-04-22,April,2015
75.9,20.5,186.1,29.2,21.4,35.1,1.3,2015-04-23,April,2015
80.5,20.9,174.5,26.6,22.1,32.0,38.9,2015-04-24,April,2015
87.5,15.1,109.4,24.9,22.9,27.1,23.1,2015-04-25,April,2015
82.9,8.6,135.7,26.0,22.7,30.1,12.0,2015-04-26,April,2015
75.3,8.6,186.5,27.4,23.0,32.8,1.2,2015-04-27,April,2015
77.7,11.5,182.8,27.3,22.8,33.0,2.2,2015-04-28,April,2015
78.4,14.8,162.4,27.2,23.0,33.0,22.6,2015-04-29,April,2015
76.7,14.8,193.7,29.5,25.1,35.3,18.6,2015-04-30,April,2015
79.7,16.9,194.4,29.8,26.6,35.5,3.5,2015-05-01,May,2015
79.2,16.9,191.6,29.5,25.8,33.5,1.2,2015-05-02,May,2015
78.9,15.8,191.1,29.5,23.4,35.4,1.1,2015-05-03,May,2015
79.2,10.1,217.4,29.4,24.2,34.6,0.1,2015-05-04,May,2015
76.8,13.3,200.3,30.6,26.1,36.7,0.0,2015-05-05,May,2015
77.4,12.2,183.0,31.1,27.3,36.1,0.0,2015-05-06,May,2015
81.4,19.8,174.3,30.1,27.1,34.6,9.9,2015-05-07,May,2015
76.6,17.6,159.4,29.4,25.6,34.5,0.0,2015-05-08,May,2015
81.7,12.2,157.1,30.2,26.9,33.2,0.6,2015-05-09,May,2015
78.2,13.3,191.8,30.9,28.1,36.0,1.7,2015-05-10,May,2015
79.8,13.0,185.8,30.1,28.0,33.5,1.8,2015-05-11,May,2015
82.2,13.3,157.7,28.8,25.3,33.0,13.8,2015-05-12,May,2015
76.1,15.1,196.0,30.7,26.2,36.6,0.2,2015-05-13,May,2015
76.0,15.8,203.5,31.7,27.8,37.3,5.0,2015-05-14,May,2015
78.6,14.8,203.9,31.2,26.5,36.7,12.5,2015-05-15,May,2015
81.0,13.0,209.6,29.5,24.4,34.5,1.8,2015-05-16,May,2015
82.6,14.0,209.5,28.9,25.1,33.8,5.3,2015-05-17,May,2015
78.9,15.8,162.5,29.7,26.1,34.3,2.1,2015-05-18,May,2015
76.2,10.1,138.4,30.8,26.5,35.5,0.7,2015-05-19,May,2015
76.0,10.8,170.4,31.3,27.4,36.3,0.2,2015-05-20,May,2015
78.3,13.0,178.4,31.9,28.1,37.3,0.7,2015-05-21,May,2015
78.8,19.8,195.6,32.6,29.5,38.1,0.0,2015-05-22,May,2015
77.1,22.0,189.1,32.6,29.9,37.1,0.0,2015-05-23,May,2015
79.2,28.1,178.2,31.1,27.0,35.5,0.0,2015-05-24,May,2015
77.6,24.1,173.8,31.0,24.4,35.0,0.1,2015-05-25,May,2015
80.0,20.5,172.0,31.1,26.9,36.0,0.1,2015-05-26,May,2015
76.2,18.4,184.2,31.7,28.7,36.0,0.7,2015-05-27,May,2015
76.0,17.6,190.0,31.8,28.5,37.1,0.5,2015-05-28,May,2015
74.5,18.7,193.5,31.9,29.1,37.1,0.4,2015-05-29,May,2015
75.6,18.4,187.7,31.7,28.8,36.0,0.1,2015-05-30,May,2015
73.4,23.0,202.4,31.8,28.9,35.6,0.1,2015-05-31,May,2015
72.2,22.3,200.2,32.0,28.9,36.9,0.0,2015-06-01,June,2015
73.7,18.7,199.0,32.0,28.9,36.8,1.3,2015-06-02,June,2015
73.5,14.4,188.3,31.9,27.9,37.0,0.5,2015-06-03,June,2015
73.4,12.2,193.8,32.1,28.0,37.2,0.5,2015-06-04,June,2015
74.9,14.8,202.8,31.9,26.5,37.8,4.0,2015-06-05,June,2015
79.4,18.4,188.7,31.1,27.2,34.4,0.9,2015-06-06,June,2015
74.3,20.2,188.1,31.7,28.2,35.5,0.6,2015-06-07,June,2015
72.9,18.7,199.7,32.4,28.4,37.5,0.1,2015-06-08,June,2015
73.5,20.5,195.4,32.0,29.1,36.1,0.6,2015-06-09,June,2015
78.9,22.7,171.9,31.2,29.5,34.0,1.8,2015-06-10,June,2015
85.8,21.8,174.7,29.7,27.1,33.1,6.5,2015-06-11,June,2015
82.8,17.6,194.3,29.2,26.4,33.0,19.6,2015-06-12,June,2015
87.0,16.9,195.4,27.9,25.4,32.1,16.0,2015-06-13,June,2015
84.2,17.7,165.7,28.9,26.1,33.8,13.1,2015-06-14,June,2015
89.4,14.8,170.9,28.2,26.1,31.7,14.4,2015-06-15,June,2015
90.3,13.7,157.7,28.1,26.1,31.0,19.3,2015-06-16,June,2015
84.9,14.0,145.5,29.4,26.9,33.8,10.0,2015-06-17,June,2015
80.6,16.6,121.6,30.5,27.2,34.9,1.6,2015-06-18,June,2015
81.7,19.8,123.3,30.0,27.6,32.6,3.2,2015-06-19,June,2015
82.6,21.6,115.3,29.5,27.5,32.2,9.0,2015-06-20,June,2015
87.6,24.8,128.1,28.6,27.0,30.8,9.8,2015-06-21,June,2015
92.6,19.4,162.9,27.4,26.1,28.9,15.0,2015-06-22,June,2015
92.3,17.3,201.0,27.7,26.7,29.0,4.7,2015-06-23,June,2015
93.7,16.6,238.3,27.5,26.7,28.6,21.7,2015-06-24,June,2015
95.9,21.6,270.2,27.1,26.2,27.9,51.0,2015-06-25,June,2015
95.7,18.7,248.1,27.0,26.1,28.0,48.2,2015-06-26,June,2015
92.1,20.2,210.7,27.0,25.2,28.8,57.4,2015-06-27,June,2015
94.2,17.3,155.9,26.8,24.9,28.8,16.2,2015-06-28,June,2015
86.2,15.5,163.2,28.6,25.2,33.5,4.9,2015-06-29,June,2015
83.2,14.3,169.4,29.2,26.9,32.3,13.6,2015-06-30,June,2015
87.4,12.6,185.3,28.7,26.8,31.6,19.0,2015-07-01,July,2015
89.4,10.4,200.7,28.0,25.2,31.8,17.4,2015-07-02,July,2015
87.5,11.9,209.7,29.0,25.8,33.7,12.4,2015-07-03,July,2015
84.9,13.0,192.0,30.2,27.4,34.0,5.1,2015-07-04,July,2015
88.3,8.6,178.4,29.2,27.3,32.0,15.2,2015-07-05,July,2015
83.4,8.6,138.7,30.2,27.5,34.5,6.4,2015-07-06,July,2015
82.5,13.0,123.0,30.4,27.5,37.5,3.3,2015-07-07,July,2015
93.3,13.7,273.6,27.6,25.9,29.9,24.8,2015-07-08,July,2015
96.2,17.6,183.9,26.9,25.9,28.7,55.0,2015-07-09,July,2015
94.6,22.3,145.2,27.2,26.1,28.7,25.5,2015-07-10,July,2015
86.4,17.6,151.6,29.7,26.3,33.6,3.1,2015-07-11,July,2015
84.4,10.8,194.2,30.0,27.3,34.6,3.3,2015-07-12,July,2015
82.8,9.7,196.0,30.8,28.1,34.0,3.9,2015-07-13,July,2015
82.9,12.6,195.4,31.4,29.2,35.2,14.1,2015-07-14,July,2015
89.9,13.3,182.4,29.4,25.1,32.3,44.7,2015-07-15,July,2015
88.5,11.9,178.0,28.6,25.6,31.7,12.2,2015-07-16,July,2015
92.9,7.9,127.1,27.6,26.1,29.1,17.8,2015-07-17,July,2015
89.5,13.3,214.2,28.1,25.9,31.7,22.4,2015-07-18,July,2015
93.4,15.9,168.1,27.5,25.7,30.4,17.4,2015-07-19,July,2015
93.7,8.6,144.8,27.0,24.9,28.5,14.2,2015-07-20,July,2015
88.2,14.8,151.7,28.8,26.8,32.8,6.2,2015-07-21,July,2015
92.6,14.8,158.8,27.8,26.1,29.1,18.3,2015-07-22,July,2015
89.4,20.9,168.8,28.4,26.8,31.1,11.2,2015-07-23,July,2015
92.1,21.2,190.2,27.9,26.4,29.7,29.6,2015-07-24,July,2015
94.4,11.2,234.9,27.0,25.8,28.2,51.3,2015-07-25,July,2015
92.9,19.4,26.9,26.2,24.9,27.5,3.9,2015-07-26,July,2015
94.9,19.1,21.1,25.7,24.4,28.0,11.5,2015-07-27,July,2015
90.2,23.0,30.6,26.7,25.1,29.0,19.3,2015-07-28,July,2015
87.3,18.4,355.4,28.0,25.6,32.0,27.6,2015-07-29,July,2015
84.9,23.0,338.5,28.9,25.9,32.3,15.5,2015-07-30,July,2015
91.1,20.9,285.9,26.7,25.2,29.3,23.0,2015-07-31,July,2015
95.0,20.5,203.1,26.1,25.3,27.8,16.2,2015-08-01,August,2015
89.3,18.7,160.4,27.5,25.7,29.9,3.8,2015-08-02,August,2015
86.0,14.8,165.1,28.6,26.4,31.8,2.8,2015-08-03,August,2015
85.0,14.8,182.6,29.5,27.4,32.9,1.6,2015-08-04,August,2015
81.5,12.6,190.3,30.0,27.3,33.5,1.2,2015-08-05,August,2015
84.1,7.2,191.0,30.1,27.7,32.9,6.8,2015-08-06,August,2015
83.2,9.0,169.6,30.0,27.1,32.5,1.5,2015-08-07,August,2015
80.0,8.6,143.9,30.2,27.1,33.2,0.7,2015-08-08,August,2015
79.2,12.2,137.1,30.7,27.1,34.9,2.2,2015-08-09,August,2015
83.0,12.2,113.5,30.3,27.5,34.5,6.4,2015-08-10,August,2015
84.6,17.8,119.1,29.5,27.6,32.1,9.7,2015-08-11,August,2015
84.4,15.8,129.9,29.6,28.0,31.4,6.6,2015-08-12,August,2015
85.7,15.5,146.2,29.7,27.6,32.1,8.4,2015-08-13,August,2015
85.6,15.5,166.8,29.5,27.3,32.2,9.5,2015-08-14,August,2015
88.8,20.2,176.3,29.0,27.3,31.2,9.3,2015-08-15,August,2015
90.3,20.2,182.5,28.5,27.3,29.7,7.1,2015-08-16,August,2015
88.0,18.7,192.1,29.2,27.1,32.8,16.1,2015-08-17,August,2015
88.4,20.9,208.6,29.0,27.4,30.8,8.7,2015-08-18,August,2015
86.6,22.0,220.3,29.5,27.6,32.1,18.3,2015-08-19,August,2015
91.2,15.8,221.0,28.4,25.2,31.2,10.0,2015-08-20,August,2015
89.2,8.6,242.9,28.6,25.4,31.7,4.3,2015-08-21,August,2015
83.3,10.1,230.2,29.7,27.0,34.2,2.4,2015-08-22,August,2015
85.4,14.1,169.4,29.7,27.5,33.0,16.2,2015-08-23,August,2015
85.5,11.5,170.6,30.1,27.6,33.7,10.8,2015-08-24,August,2015
85.9,12.6,157.6,30.3,28.0,33.5,9.6,2015-08-25,August,2015
84.2,15.5,128.6,30.1,27.8,33.5,2.4,2015-08-26,August,2015
84.1,22.0,129.7,29.5,27.7,32.7,2.5,2015-08-27,August,2015
89.6,19.8,150.8,28.8,27.0,32.1,7.2,2015-08-28,August,2015
91.2,18.7,173.7,28.4,27.1,30.6,13.4,2015-08-29,August,2015
89.3,20.2,186.3,29.1,26.7,32.0,13.2,2015-08-30,August,2015
89.9,14.2,190.9,29.0,28.0,33.0,12.8,2015-08-31,August,2015
91.5,10.8,204.5,28.0,26.7,29.5,27.8,2015-09-01,September,2015
87.7,12.2,198.4,28.5,26.3,32.0,11.8,2015-09-02,September,2015
87.2,14.8,206.6,28.7,26.3,31.6,4.3,2015-09-03,September,2015
85.3,9.7,184.0,29.1,27.1,33.5,1.1,2015-09-04,September,2015
85.8,9.0,180.3,29.6,26.6,35.3,3.5,2015-09-05,September,2015
84.1,9.7,197.0,30.2,26.7,34.6,2.1,2015-09-06,September,2015
84.1,10.8,199.6,30.3,26.8,34.3,0.4,2015-09-07,September,2015
80.7,9.0,194.4,30.7,28.0,35.6,0.9,2015-09-08,September,2015
78.5,7.6,238.5,31.5,27.6,36.1,0.1,2015-09-09,September,2015
85.4,8.6,148.3,30.4,28.0,35.5,12.0,2015-09-10,September,2015
85.5,18.0,132.6,29.6,27.6,32.3,2.0,2015-09-11,September,2015
81.8,13.7,127.8,30.3,27.2,34.8,1.9,2015-09-12,September,2015
85.2,9.4,103.8,29.7,27.5,32.7,7.8,2015-09-13,September,2015
81.6,18.0,113.3,29.8,27.9,33.1,2.2,2015-09-14,September,2015
86.8,19.4,114.4,28.6,25.7,30.9,8.2,2015-09-15,September,2015
87.3,16.9,127.2,29.0,27.1,32.0,6.6,2015-09-16,September,2015
82.2,8.6,120.8,30.7,27.2,35.6,0.5,2015-09-17,September,2015
85.1,7.9,307.3,30.2,26.7,34.6,7.4,2015-09-18,September,2015
91.1,14.8,123.3,28.4,27.2,30.0,16.4,2015-09-19,September,2015
94.0,27.4,144.9,26.9,25.6,27.7,12.1,2015-09-20,September,2015
91.9,20.9,180.6,28.0,26.4,30.3,9.2,2015-09-21,September,2015
91.1,19.1,205.3,28.4,27.0,30.3,11.6,2015-09-22,September,2015
95.2,16.9,239.2,27.2,25.1,29.0,44.2,2015-09-23,September,2015
94.2,14.4,214.7,27.4,25.1,30.0,23.0,2015-09-24,September,2015
84.1,9.7,232.5,29.7,26.2,34.8,0.3,2015-09-25,September,2015
82.3,5.4,233.2,29.6,26.8,34.4,1.3,2015-09-26,September,2015
78.6,6.8,267.5,29.4,25.9,34.0,0.2,2015-09-27,September,2015
77.9,6.1,298.2,29.6,25.4,34.0,0.0,2015-09-28,September,2015
79.8,6.5,326.5,30.0,25.8,34.6,0.0,2015-09-29,September,2015
78.8,6.5,306.4,30.9,27.0,35.1,0.0,2015-09-30,September,2015
84.4,7.6,228.5,30.3,27.5,34.4,1.5,2015-10-01,October,2015
84.9,8.3,231.4,29.6,26.1,35.4,3.4,2015-10-02,October,2015
84.3,8.3,202.8,29.5,26.7,34.2,0.8,2015-10-03,October,2015
84.0,6.1,227.3,29.9,26.7,34.0,1.6,2015-10-04,October,2015
83.2,7.6,99.2,29.6,27.1,33.7,1.3,2015-10-05,October,2015
84.0,8.6,138.5,29.5,26.6,35.0,3.3,2015-10-06,October,2015
85.2,14.4,107.4,28.5,26.4,33.8,6.9,2015-10-07,October,2015
92.8,15.8,46.1,26.6,25.5,28.8,33.0,2015-10-08,October,2015
83.6,11.0,288.7,28.6,24.8,33.3,0.9,2015-10-09,October,2015
87.5,12.2,166.2,28.5,25.6,32.7,2.2,2015-10-10,October,2015
84.2,6.8,87.5,28.4,25.6,32.6,0.1,2015-10-11,October,2015
83.2,7.9,70.1,27.9,25.5,32.6,3.4,2015-10-12,October,2015
86.7,14.3,110.4,26.6,24.4,30.9,3.5,2015-10-13,October,2015
84.9,13.3,111.5,26.9,24.4,30.3,7.9,2015-10-14,October,2015
83.2,13.0,114.7,27.3,24.2,31.8,4.4,2015-10-15,October,2015
84.2,5.8,187.9,27.6,24.3,32.2,0.7,2015-10-16,October,2015
81.8,5.0,304.7,28.2,24.7,33.1,0.3,2015-10-17,October,2015
81.8,8.3,320.5,28.3,25.0,33.0,0.3,2015-10-18,October,2015
79.6,6.1,338.1,28.5,24.7,33.1,0.1,2015-10-19,October,2015
78.9,6.8,246.9,28.7,24.6,34.0,0.2,2015-10-20,October,2015
80.6,6.8,199.5,28.8,25.2,33.8,0.0,2015-10-21,October,2015
83.8,6.1,211.0,28.6,25.1,34.0,0.3,2015-10-22,October,2015
83.3,7.6,246.1,28.3,25.2,34.0,0.2,2015-10-23,October,2015
77.8,9.4,0.6,27.7,23.9,33.6,0.0,2015-10-24,October,2015
76.8,6.8,20.7,26.7,22.5,32.6,0.0,2015-10-25,October,2015
76.8,7.2,355.6,26.0,21.2,32.0,0.0,2015-10-26,October,2015
76.3,8.3,8.8,26.2,21.4,31.5,0.0,2015-10-27,October,2015
75.4,6.1,30.0,26.0,20.7,31.5,0.0,2015-10-28,October,2015
77.1,5.4,352.4,26.1,21.9,31.1,0.0,2015-10-29,October,2015
83.4,7.6,86.9,25.8,23.3,28.9,1.4,2015-10-30,October,2015
89.1,11.5,92.2,24.8,23.2,26.8,2.9,2015-10-31,October,2015
87.7,18.0,65.2,24.4,22.7,27.7,2.9,2015-11-01,November,2015
87.7,11.9,102.8,25.4,22.9,29.3,4.5,2015-11-02,November,2015
83.6,8.3,77.3,26.1,22.4,31.3,0.0,2015-11-03,November,2015
83.0,7.9,149.0,26.5,23.0,32.3,0.0,2015-11-04,November,2015
83.4,7.2,211.9,26.7,23.0,31.8,0.0,2015-11-05,November,2015
80.3,7.2,15.6,26.8,23.2,32.1,0.0,2015-11-06,November,2015
80.2,8.3,41.2,25.8,21.2,31.8,0.0,2015-11-07,November,2015
78.2,12.2,12.8,25.1,21.2,30.9,0.0,2015-11-08,November,2015
79.3,9.4,345.9,23.6,19.0,29.4,0.0,2015-11-09,November,2015
75.9,7.2,5.2,24.6,19.5,30.1,0.0,2015-11-10,November,2015
77.4,7.6,2.1,24.8,20.2,30.3,0.0,2015-11-11,November,2015
77.0,9.4,18.6,24.6,20.5,31.1,0.0,2015-11-12,November,2015
78.7,10.4,25.4,24.6,20.0,30.7,0.0,2015-11-13,November,2015
78.4,6.5,162.8,25.2,21.0,31.1,0.0,2015-11-14,November,2015
80.9,6.1,187.7,25.2,20.8,31.6,0.0,2015-11-15,November,2015
80.1,7.2,232.3,25.9,22.0,31.5,0.0,2015-11-16,November,2015
87.7,7.6,214.4,24.6,21.8,31.3,0.1,2015-11-17,November,2015
83.0,7.2,188.3,24.3,21.9,30.9,0.0,2015-11-18,November,2015
84.3,14.8,10.6,24.0,20.2,30.0,0.0,2015-11-19,November,2015
80.6,9.0,357.6,23.8,19.4,30.3,0.0,2015-11-20,November,2015
77.4,8.6,7.4,23.8,18.8,31.1,0.0,2015-11-21,November,2015
73.8,9.0,5.1,23.6,18.3,30.6,0.0,2015-11-22,November,2015
75.9,8.3,358.0,23.1,18.0,30.2,0.0,2015-11-23,November,2015
77.3,8.6,1.2,23.1,18.0,29.6,0.0,2015-11-24,November,2015
79.3,8.3,357.4,23.3,19.1,29.6,0.0,2015-11-25,November,2015
75.7,8.3,3.3,23.2,18.2,30.0,0.0,2015-11-26,November,2015
78.3,7.9,97.2,22.9,18.6,29.5,0.0,2015-11-27,November,2015
79.7,8.3,72.2,23.5,19.0,29.5,0.0,2015-11-28,November,2015
80.4,9.7,11.1,23.3,19.0,28.9,0.0,2015-11-29,November,2015
79.6,13.0,356.8,23.9,19.3,29.4,0.0,2015-11-30,November,2015
83.8,6.8,109.4,25.0,21.0,30.5,0.0,2015-12-01,December,2015
91.7,6.1,167.0,24.8,22.4,28.0,0.4,2015-12-02,December,2015
88.4,6.1,260.4,24.3,21.8,27.5,5.2,2015-12-03,December,2015
82.3,7.2,75.5,23.6,20.1,28.1,0.0,2015-12-04,December,2015
80.8,7.2,53.2,23.3,19.0,27.8,0.0,2015-12-05,December,2015
79.5,5.8,4.0,23.5,19.9,27.4,0.1,2015-12-06,December,2015
82.9,6.5,339.5,23.5,21.1,28.0,0.8,2015-12-07,December,2015
81.1,9.7,330.3,22.8,18.7,27.7,0.1,2015-12-08,December,2015
79.3,11.5,349.3,22.1,17.4,27.9,0.0,2015-12-09,December,2015
80.0,8.3,307.2,22.1,17.8,28.1,0.0,2015-12-10,December,2015
88.4,8.3,210.1,22.6,18.6,27.2,0.4,2015-12-11,December,2015
85.7,13.0,208.7,23.6,19.5,29.3,0.0,2015-12-12,December,2015
87.7,6.8,236.2,23.8,20.7,28.5,1.5,2015-12-13,December,2015
86.4,9.4,25.1,22.4,19.7,26.2,0.6,2015-12-14,December,2015
76.7,10.1,6.6,21.4,18.4,24.7,0.1,2015-12-15,December,2015
69.6,11.2,353.9,19.8,16.1,24.6,0.0,2015-12-16,December,2015
72.9,7.9,6.3,18.4,13.1,23.5,0.0,2015-12-17,December,2015
84.7,7.6,116.7,17.9,16.2,19.6,6.0,2015-12-18,December,2015
84.6,7.9,11.1,18.2,14.9,23.3,0.0,2015-12-19,December,2015
76.6,6.5,314.0,18.3,13.9,23.7,0.0,2015-12-20,December,2015
76.8,8.3,53.3,17.8,12.5,23.8,0.0,2015-12-21,December,2015
76.7,9.0,38.3,18.9,15.0,24.2,0.0,2015-12-22,December,2015
77.2,8.3,48.8,19.3,15.5,25.4,0.0,2015-12-23,December,2015
75.0,8.6,52.0,20.1,15.7,25.2,0.0,2015-12-24,December,2015
74.8,15.8,9.0,18.7,15.5,22.4,0.0,2015-12-25,December,2015
74.2,14.4,335.4,17.3,13.0,24.5,0.0,2015-12-26,December,2015
76.0,10.4,320.9,17.5,12.5,24.8,0.0,2015-12-27,December,2015
78.6,9.7,309.6,17.1,11.9,24.9,0.0,2015-12-28,December,2015
76.4,9.4,334.3,17.7,12.6,24.9,0.0,2015-12-29,December,2015
80.2,7.9,21.7,18.2,13.1,25.5,0.0,2015-12-30,December,2015
83.1,8.3,358.5,18.9,14.8,26.0,0.0,2015-12-31,December,2015
69.4,13.0,340.8,17.9,10.4,26.0,0.0,2014-01-01,January,2014
76.1,14.8,339.1,18.7,12.3,27.2,0.0,2014-01-02,January,2014
74.4,14.0,342.1,17.1,12.2,24.2,0.0,2014-01-03,January,2014
66.8,15.8,326.4,15.2,8.9,24.0,0.0,2014-01-04,January,2014
66.4,10.4,333.9,16.2,8.7,24.9,0.0,2014-01-05,January,2014
72.8,12.2,336.3,17.7,12.7,24.7,0.0,2014-01-06,January,2014
77.3,12.2,340.5,17.7,12.9,25.5,0.0,2014-01-07,January,2014
63.4,11.2,351.1,16.0,9.8,24.9,0.0,2014-01-08,January,2014
60.2,13.0,339.3,15.3,8.4,24.2,0.0,2014-01-09,January,2014
64.8,11.5,355.3,15.8,8.7,25.7,0.0,2014-01-10,January,2014
62.0,10.4,0.9,18.0,11.1,27.6,0.0,2014-01-11,January,2014
79.1,11.2,346.8,17.6,11.9,22.4,0.0,2014-01-12,January,2014
75.1,13.7,338.7,18.3,13.0,26.2,0.0,2014-01-13,January,2014
76.3,12.2,328.2,17.0,11.6,26.0,0.0,2014-01-14,January,2014
74.7,10.1,343.3,16.9,11.1,26.1,0.0,2014-01-15,January,2014
71.6,10.1,351.9,16.8,10.5,24.9,0.0,2014-01-16,January,2014
70.7,11.5,3.5,17.7,11.2,26.6,0.0,2014-01-17,January,2014
68.8,9.7,346.9,18.7,11.7,28.6,0.0,2014-01-18,January,2014
72.6,14.0,308.4,19.8,13.0,28.7,0.0,2014-01-19,January,2014
69.3,13.3,349.3,19.1,14.2,27.3,0.0,2014-01-20,January,2014
66.8,11.2,346.6,16.9,10.8,25.5,0.0,2014-01-21,January,2014
66.3,8.6,291.8,18.9,10.7,28.6,0.0,2014-01-22,January,2014
66.0,10.1,289.2,19.8,13.3,29.1,0.0,2014-01-23,January,2014
67.1,10.8,321.1,19.4,12.8,28.0,0.0,2014-01-24,January,2014
68.3,14.0,335.7,20.4,13.5,29.4,0.0,2014-01-25,January,2014
61.6,22.3,340.5,19.4,13.7,28.1,0.0,2014-01-26,January,2014
58.5,14.4,331.1,17.2,10.0,26.9,0.0,2014-01-27,January,2014
65.1,13.3,340.5,16.2,9.8,26.2,0.0,2014-01-28,January,2014
57.7,15.5,345.9,17.8,10.5,27.7,0.0,2014-01-29,January,2014
56.0,11.5,335.8,18.6,11.2,28.6,0.0,2014-01-30,January,2014
61.5,12.6,336.6,18.1,11.1,28.8,0.0,2014-01-31,January,2014
61.5,16.6,334.0,18.1,10.6,29.0,0.0,2014-02-01,February,2014
51.1,18.4,329.9,18.3,10.2,29.1,0.0,2014-02-02,February,2014
53.4,14.8,328.7,18.7,9.8,29.6,0.0,2014-02-03,February,2014
53.0,9.4,319.7,19.9,11.7,30.2,0.0,2014-02-04,February,2014
54.7,13.3,311.7,21.0,12.2,30.3,0.0,2014-02-05,February,2014
55.2,14.8,298.8,22.3,14.8,31.7,0.0,2014-02-06,February,2014
53.9,12.2,314.7,22.5,14.1,31.6,0.0,2014-02-07,February,2014
60.1,12.6,255.7,24.2,16.8,34.0,0.0,2014-02-08,February,2014
62.2,11.2,327.5,25.0,19.2,33.8,0.0,2014-02-09,February,2014
